,datum,mesec,dan,ura,minuta,alt,az
3917,2023-06-13T05:00:00,6,13,5,0,17.031763672116664,74.00549595102223
3918,2023-06-13T06:00:00,6,13,6,0,27.144048330458332,84.1288597848
3919,2023-06-13T07:00:00,6,13,7,0,37.441711388380554,94.99692150293889
3920,2023-06-13T08:00:00,6,13,8,0,47.53938098159722,107.78228838515834
3921,2023-06-13T09:00:00,6,13,9,0,56.798654155027776,124.56694912284722
3922,2023-06-13T10:00:00,6,13,10,0,63.92776978046388,148.7071225350972
3923,2023-06-13T11:00:00,6,13,11,0,66.63871171968611,181.42955607248334
3924,2023-06-13T12:00:00,6,13,12,0,63.476722022850005,213.64059696937778
3925,2023-06-13T13:00:00,6,13,13,0,56.10082912072778,237.0497227006
3926,2023-06-13T14:00:00,6,13,14,0,46.73894401420556,253.39802402320834
3927,2023-06-13T15:00:00,6,13,15,0,36.608659929980554,265.9663409664222
3928,2023-06-13T16:00:00,6,13,16,0,26.316665240983333,276.73912925576946
3929,2023-06-13T17:00:00,6,13,17,0,16.237734085269445,286.8393368695444
3930,2023-06-13T18:00:00,6,13,18,0,6.683011817005556,296.9797289510083
3931,2023-06-13T19:00:00,6,13,19,0,-1.9778061298777778,307.676192951875
3932,2023-06-13T20:00:00,6,13,20,0,-8.500906740733335,319.31392626824726
3933,2023-06-13T21:00:00,6,13,21,0,-14.691240095741666,332.1105683407639
3934,2023-06-13T22:00:00,6,13,22,0,-17.00361576809722,346.006998087075
3935,2023-06-13T23:00:00,6,13,23,0,-19.799461161011113,0.5780114643638888
3936,2023-06-14T00:00:00,6,14,0,0,-17.21201360191389,15.118346530172223
3937,2023-06-14T01:00:00,6,14,1,0,-13.08583269953611,28.936283493502778
3938,2023-06-14T02:00:00,6,14,2,0,-7.0468272325944445,41.63601337675556
3939,2023-06-14T03:00:00,6,14,3,0,-0.6383088700944445,53.18504655140833
3940,2023-06-14T04:00:00,6,14,4,0,7.425483912991667,63.81767007909445
3941,2023-06-14T05:00:00,6,14,5,0,17.03478478761389,73.92934110359167
3942,2023-06-14T06:00:00,6,14,6,0,27.14417315291111,84.04718163846111
3943,2023-06-14T07:00:00,6,14,7,0,37.44149627782222,94.90562381751667
3944,2023-06-14T08:00:00,6,14,8,0,47.54241404230833,107.67528973008889
3945,2023-06-14T09:00:00,6,14,9,0,56.81070444538055,124.43710828392223
3946,2023-06-14T10:00:00,6,14,10,0,63.957704353538894,148.55828086621668
3947,2023-06-14T11:00:00,6,14,11,0,66.69232220701667,181.30929525125833
3948,2023-06-14T12:00:00,6,14,12,0,63.54461100783333,213.59012667710002
3949,2023-06-14T13:00:00,6,14,13,0,56.171979372555555,237.0405830044722
3950,2023-06-14T14:00:00,6,14,14,0,46.81000861030277,253.4028384878361
3951,2023-06-14T15:00:00,6,14,15,0,36.67934528845833,265.97397484864996
3952,2023-06-14T16:00:00,6,14,16,0,26.387207446094443,276.74531844507777
3953,2023-06-14T17:00:00,6,14,17,0,16.308258171747223,286.8419882246333
3954,2023-06-14T18:00:00,6,14,18,0,6.753348545669445,296.9772269394583
3955,2023-06-14T19:00:00,6,14,19,0,-0.04736441258888893,307.6667784877028
3956,2023-06-14T20:00:00,6,14,20,0,-8.568526172594446,319.2955629707972
3957,2023-06-14T21:00:00,6,14,21,0,-14.755080551741667,332.08127322642224
3958,2023-06-14T22:00:00,6,14,22,0,-17.061261964575,345.96570409326944
3959,2023-06-14T23:00:00,6,14,23,0,-19.848437376755555,0.5255639056944444
3960,2023-06-15T00:00:00,6,15,0,0,-17.25059300786111,15.057600931944446
3961,2023-06-15T01:00:00,6,15,1,0,-13.113594351516667,28.870836838166667
3962,2023-06-15T02:00:00,6,15,2,0,-7.064572696658333,41.568632887669445
3963,2023-06-15T03:00:00,6,15,3,0,-0.6475739154611111,53.116953082066665
3964,2023-06-15T04:00:00,6,15,4,0,7.428090416969445,63.748621906780556
3965,2023-06-15T05:00:00,6,15,5,0,17.03263454523889,73.85790560601666
3966,2023-06-15T06:00:00,6,15,6,0,27.139281883505554,83.970792069875
3967,2023-06-15T07:00:00,6,15,7,0,37.43625525694722,94.82027233670556
3968,2023-06-15T08:00:00,6,15,8,0,47.540176835194444,107.57492285015277
3969,2023-06-15T09:00:00,6,15,9,0,56.81692043312223,124.31411194013056
3970,2023-06-15T10:00:00,6,15,10,0,63.980996358275,148.41408843897779
3971,2023-06-15T11:00:00,6,15,11,0,66.73902474045,181.1868838660139
3972,2023-06-15T12:00:00,6,15,12,0,63.60648804121389,213.53197272528612
3973,2023-06-15T13:00:00,6,15,13,0,56.238149130191665,237.02295348355278
3974,2023-06-15T14:00:00,6,15,14,0,46.87669399673889,253.39996482226667
3975,2023-06-15T15:00:00,6,15,15,0,36.745878622755555,265.9748267086111
3976,2023-06-15T16:00:00,6,15,16,0,26.45356721712222,276.7454584724639
3977,2023-06-15T17:00:00,6,15,17,0,16.37438635150278,286.83916828801944
3978,2023-06-15T18:00:00,6,15,18,0,6.818937760666667,296.96975300703053
3979,2023-06-15T19:00:00,6,15,19,0,-0.11172079670000003,307.6529073651805
3980,2023-06-15T20:00:00,6,15,20,0,-8.630430490516666,319.27338244426664
3981,2023-06-15T21:00:00,6,15,21,0,-14.81270182543889,332.0490302840084
3982,2023-06-15T22:00:00,6,15,22,0,-17.11228890348611,345.9226121863917
3983,2023-06-15T23:00:00,6,15,23,0,-19.8905933088,0.4726745383111111
3984,2023-06-16T00:00:00,6,16,0,0,-17.282394166825,14.997779869419444
3985,2023-06-16T01:00:00,6,16,1,0,-13.134827523041666,28.807495226705555
3986,2023-06-16T02:00:00,6,16,2,0,-7.076160088919444,41.5042738517
3987,2023-06-16T03:00:00,6,16,3,0,-0.6510820556944446,53.05257386995833
3988,2023-06-16T04:00:00,6,16,4,0,7.425304823938889,63.68385073903611
3989,2023-06-16T05:00:00,6,16,5,0,17.02537469668611,73.79127645101389
3990,2023-06-16T06:00:00,6,16,6,0,27.12944294886389,83.89978544713334
3991,2023-06-16T07:00:00,6,16,7,0,37.4260613404,94.74097775392778
3992,2023-06-16T08:00:00,6,16,8,0,47.53274348245833,107.48133253766667
3993,2023-06-16T09:00:00,6,16,9,0,56.81736894411667,124.19817510173056
3994,2023-06-16T10:00:00,6,16,10,0,63.99768314905833,148.274872881475
3995,2023-06-16T11:00:00,6,16,11,0,66.77879790696389,181.06265371229168
3996,2023-06-16T12:00:00,6,16,12,0,63.66229028323333,213.46630328873889
3997,2023-06-16T13:00:00,6,16,13,0,56.29926267020555,236.99691354431664
3998,2023-06-16T14:00:00,6,16,14,0,46.93892019973333,253.38945654295
3999,2023-06-16T15:00:00,6,16,15,0,36.80817836017222,265.9689441037861
4000,2023-06-16T16:00:00,6,16,16,0,26.515663123575,276.7395979417
4001,2023-06-16T17:00:00,6,16,17,0,16.43603911743611,286.8309302405583
4002,2023-06-16T18:00:00,6,16,18,0,6.879703989344445,296.95736735189166
4003,2023-06-16T19:00:00,6,16,19,0,-0.17080643277500002,307.6346486049861
4004,2023-06-16T20:00:00,6,16,20,0,-8.686560526213889,319.24746338504167
4005,2023-06-16T21:00:00,6,16,21,0,-14.864057654094445,332.01392712088614
4006,2023-06-16T22:00:00,6,16,22,0,-17.15666596131667,345.87781617669447
4007,2023-06-16T23:00:00,6,16,23,0,-19.92591549409722,0.4194395374361111
4008,2023-06-17T00:00:00,6,17,0,0,-17.307420827625,14.938978497386111
4009,2023-06-17T01:00:00,6,17,1,0,-13.149552064366667,28.746350795486112
4010,2023-06-17T02:00:00,6,17,2,0,-7.081623570833333,41.44302477308333
4011,2023-06-17T03:00:00,6,17,3,0,-0.6488796961194445,52.99199435970556
4012,2023-06-17T04:00:00,6,17,4,0,7.417183719472223,63.623440648369446
4013,2023-06-17T05:00:00,6,17,5,0,17.013070080494444,73.729539286875
4014,2023-06-17T06:00:00,6,17,6,0,27.114727601297222,83.83425385721944
4015,2023-06-17T07:00:00,6,17,7,0,37.41099011647778,94.66784724649168
4016,2023-06-17T08:00:00,6,17,8,0,47.52019055274722,107.39465830305001
4017,2023-06-17T09:00:00,6,17,9,0,56.81211951666944,124.089505442275
4018,2023-06-17T10:00:00,6,17,10,0,64.007805703275,148.14095673384722
4019,2023-06-17T11:00:00,6,17,11,0,66.81162367967222,180.9369471776861
4020,2023-06-17T12:00:00,6,17,12,0,63.711955638894445,213.39330417330555
4021,2023-06-17T13:00:00,6,17,13,0,56.355243516463894,236.96255526617222
4022,2023-06-17T14:00:00,6,17,14,0,46.99660627679167,253.3713756369
4023,2023-06-17T15:00:00,6,17,15,0,36.866162225455554,265.95638069030554
4024,2023-06-17T16:00:00,6,17,16,0,26.573413457275,276.7277901743222
4025,2023-06-17T17:00:00,6,17,17,0,16.493137160422222,286.8173310812861
4026,2023-06-17T18:00:00,6,17,18,0,6.935572438713889,296.9401333191639
4027,2023-06-17T19:00:00,6,17,19,0,-0.22455360775277772,307.61207380805837
4028,2023-06-17T20:00:00,6,17,20,0,-8.736858650286111,319.2178865656305
4029,2023-06-17T21:00:00,6,17,21,0,-14.909103642388889,331.9760530058611
4030,2023-06-17T22:00:00,6,17,22,0,-17.19436464361111,345.83141126444445
4031,2023-06-17T23:00:00,6,17,23,0,-19.954392825052775,0.3659563173666667
4032,2023-06-18T00:00:00,6,18,0,0,-17.325679299502777,14.881293031350001
4033,2023-06-18T01:00:00,6,18,1,0,-13.157790535830555,28.687496394133333
4034,2023-06-18T02:00:00,6,18,2,0,-7.081000059661111,41.38497434163889
4035,2023-06-18T03:00:00,6,18,3,0,-0.6410159213833334,52.93529954496666
4036,2023-06-18T04:00:00,6,18,4,0,7.403786185641667,63.56747455952778
4037,2023-06-18T05:00:00,6,18,5,0,16.995787774883333,73.6727778386139
4038,2023-06-18T06:00:00,6,18,6,0,27.095209041405553,83.77428651534723
4039,2023-06-18T07:00:00,6,18,7,0,37.391118852783336,94.60098380756388
4040,2023-06-18T08:00:00,6,18,8,0,47.5025961682,107.31503349324166
4041,2023-06-18T09:00:00,6,18,9,0,56.80124355713611,123.98830186682778
4042,2023-06-18T10:00:00,6,18,10,0,64.01140799229722,148.0126547892222
4043,2023-06-18T11:00:00,6,18,11,0,66.83748733384999,180.810113871575
4044,2023-06-18T12:00:00,6,18,12,0,63.75542313686389,213.31317666168613
4045,2023-06-18T13:00:00,6,18,13,0,56.406015002716664,236.9199820793222
4046,2023-06-18T14:00:00,6,18,14,0,47.049670946491666,253.3457915892639
4047,2023-06-18T15:00:00,6,18,15,0,36.919747887324995,265.9371954069139
