,date,T,H,J
3125,2021-03-07 02:30,-5.5,82.0,0.0
3126,2021-03-07 03:00,-5.7,83.0,0.0
3127,2021-03-07 03:30,-5.9,84.0,0.0
3128,2021-03-07 04:00,-6.1,84.0,0.0
3129,2021-03-07 04:30,-6.5,85.0,0.0
3130,2021-03-07 05:00,-6.6,86.0,0.0
3131,2021-03-07 05:30,-6.8,86.0,0.0
3132,2021-03-07 06:00,-7.0,87.0,0.0
3133,2021-03-07 06:30,-7.2,88.0,1.0
3134,2021-03-07 07:00,-7.2,89.0,11.0
3135,2021-03-07 07:30,-6.2,87.0,31.0
3136,2021-03-07 08:00,-4.4,77.0,166.0
3137,2021-03-07 08:30,-2.7,71.0,352.0
3138,2021-03-07 09:00,-0.8,64.0,424.0
3139,2021-03-07 09:30,1.8,51.0,468.0
3140,2021-03-07 10:00,2.6,46.0,513.0
3141,2021-03-07 10:30,3.4,43.0,572.0
3142,2021-03-07 11:00,4.5,40.0,619.0
3143,2021-03-07 11:30,6.1,36.0,651.0
3144,2021-03-07 12:00,7.2,32.0,670.0
3145,2021-03-07 12:30,8.0,30.0,675.0
3146,2021-03-07 13:00,8.0,30.0,665.0
3147,2021-03-07 13:30,8.4,30.0,638.0
3148,2021-03-07 14:00,8.3,31.0,600.0
3149,2021-03-07 14:30,8.5,30.0,550.0
3150,2021-03-07 15:00,9.0,31.0,485.0
3151,2021-03-07 15:30,9.3,32.0,412.0
3152,2021-03-07 16:00,9.4,33.0,330.0
3153,2021-03-07 16:30,9.4,33.0,219.0
3154,2021-03-07 17:00,8.8,34.0,114.0
3155,2021-03-07 17:30,7.9,37.0,49.0
3156,2021-03-07 18:00,6.0,46.0,8.0
3157,2021-03-07 18:30,4.0,55.0,0.0
3158,2021-03-07 19:00,2.5,61.0,0.0
3159,2021-03-07 19:30,1.3,66.0,0.0
3160,2021-03-07 20:00,0.5,69.0,0.0
3161,2021-03-07 20:30,-0.3,72.0,0.0
3162,2021-03-07 21:00,-0.9,74.0,0.0
3163,2021-03-07 21:30,-1.3,76.0,0.0
3164,2021-03-07 22:00,-1.6,78.0,0.0
3165,2021-03-07 22:30,-1.8,79.0,0.0
3166,2021-03-07 23:00,-2.0,80.0,0.0
3167,2021-03-07 23:30,-2.1,80.0,0.0
3168,2021-03-08 00:00,-2.4,81.0,0.0
3169,2021-03-08 00:30,-2.7,81.0,0.0
3170,2021-03-08 01:00,-2.8,82.0,0.0
3171,2021-03-08 01:30,-2.5,82.0,0.0
3172,2021-03-08 02:00,-2.4,82.0,0.0
3173,2021-03-08 02:30,-2.1,82.0,0.0
3174,2021-03-08 03:00,-2.1,81.0,0.0
3175,2021-03-08 03:30,-2.6,83.0,0.0
3176,2021-03-08 04:00,-3.0,84.0,0.0
3177,2021-03-08 04:30,-3.3,85.0,0.0
3178,2021-03-08 05:00,-3.3,86.0,0.0
3179,2021-03-08 05:30,-3.1,86.0,0.0
3180,2021-03-08 06:00,-3.0,86.0,0.0
3181,2021-03-08 06:30,-3.1,86.0,1.0
3182,2021-03-08 07:00,-2.9,86.0,14.0
3183,2021-03-08 07:30,-2.5,85.0,38.0
3184,2021-03-08 08:00,-1.4,81.0,140.0
3185,2021-03-08 08:30,0.6,72.0,180.0
3186,2021-03-08 09:00,2.6,63.0,331.0
3187,2021-03-08 09:30,4.1,55.0,402.0
3188,2021-03-08 10:00,5.7,50.0,361.0
3189,2021-03-08 10:30,6.9,43.0,521.0
3190,2021-03-08 11:00,8.7,38.0,599.0
3191,2021-03-08 11:30,9.9,36.0,625.0
3192,2021-03-08 12:00,10.6,36.0,656.0
3193,2021-03-08 12:30,11.1,35.0,656.0
3194,2021-03-08 13:00,11.9,33.0,698.0
3195,2021-03-08 13:30,11.8,32.0,407.0
3196,2021-03-08 14:00,11.7,32.0,568.0
3197,2021-03-08 14:30,11.5,32.0,516.0
3198,2021-03-08 15:00,11.7,33.0,377.0
3199,2021-03-08 15:30,10.9,38.0,116.0
3200,2021-03-08 16:00,9.8,45.0,90.0
3201,2021-03-08 16:30,9.1,49.0,90.0
3202,2021-03-08 17:00,8.4,53.0,58.0
3203,2021-03-08 17:30,7.9,55.0,27.0
3204,2021-03-08 18:00,7.5,58.0,7.0
3205,2021-03-08 18:30,7.0,62.0,0.0
3206,2021-03-08 19:00,6.8,64.0,0.0
3207,2021-03-08 19:30,6.9,63.0,0.0
3208,2021-03-08 20:00,6.5,66.0,0.0
3209,2021-03-08 20:30,5.2,75.0,0.0
3210,2021-03-08 21:00,4.6,73.0,0.0
3211,2021-03-08 21:30,4.1,72.0,0.0
3212,2021-03-08 22:00,3.8,69.0,0.0
3213,2021-03-08 22:30,3.8,67.0,0.0
3214,2021-03-08 23:00,3.9,63.0,0.0
3215,2021-03-08 23:30,3.9,62.0,0.0
3216,2021-03-09 00:00,3.7,63.0,0.0
3217,2021-03-09 00:30,3.6,64.0,0.0
3218,2021-03-09 01:00,3.2,68.0,0.0
3219,2021-03-09 01:30,2.9,70.0,0.0
3220,2021-03-09 02:00,2.6,75.0,0.0
3221,2021-03-09 02:30,2.6,76.0,0.0
3222,2021-03-09 03:00,2.5,75.0,0.0
3223,2021-03-09 03:30,2.2,74.0,0.0
3224,2021-03-09 04:00,2.2,72.0,0.0
3225,2021-03-09 04:30,2.1,71.0,0.0
3226,2021-03-09 05:00,2.1,70.0,0.0
3227,2021-03-09 05:30,2.0,70.0,0.0
3228,2021-03-09 06:00,1.7,70.0,0.0
3229,2021-03-09 06:30,1.4,70.0,1.0
3230,2021-03-09 07:00,1.2,71.0,16.0
3231,2021-03-09 07:30,1.4,71.0,49.0
3232,2021-03-09 08:00,2.0,68.0,129.0
3233,2021-03-09 08:30,2.7,65.0,237.0
3234,2021-03-09 09:00,3.4,61.0,325.0
3235,2021-03-09 09:30,4.2,57.0,441.0
3236,2021-03-09 10:00,4.6,54.0,499.0
3237,2021-03-09 10:30,5.2,51.0,556.0
3238,2021-03-09 11:00,6.0,46.0,605.0
3239,2021-03-09 11:30,6.5,43.0,616.0
3240,2021-03-09 12:00,6.8,42.0,598.0
3241,2021-03-09 12:30,6.6,43.0,348.0
3242,2021-03-09 13:00,6.6,43.0,305.0
3243,2021-03-09 13:30,6.9,40.0,269.0
3244,2021-03-09 14:00,7.1,40.0,272.0
3245,2021-03-09 14:30,7.1,41.0,208.0
3246,2021-03-09 15:00,6.5,44.0,154.0
3247,2021-03-09 15:30,6.3,44.0,138.0
3248,2021-03-09 16:00,6.3,44.0,118.0
3249,2021-03-09 16:30,6.0,44.0,83.0
3250,2021-03-09 17:00,5.7,44.0,70.0
3251,2021-03-09 17:30,5.2,46.0,32.0
3252,2021-03-09 18:00,4.7,48.0,8.0
3253,2021-03-09 18:30,3.6,54.0,0.0
3254,2021-03-09 19:00,2.1,60.0,0.0
3255,2021-03-09 19:30,1.1,66.0,0.0
3256,2021-03-09 20:00,0.4,69.0,0.0
3257,2021-03-09 20:30,-0.2,72.0,0.0
3258,2021-03-09 21:00,-0.7,75.0,0.0
3259,2021-03-09 21:30,-0.7,77.0,0.0
3260,2021-03-09 22:00,-0.6,77.0,0.0
3261,2021-03-09 22:30,-0.5,77.0,0.0
3262,2021-03-09 23:00,-0.5,78.0,0.0
3263,2021-03-09 23:30,-0.5,79.0,0.0
3264,2021-03-10 00:00,-0.3,79.0,0.0
3265,2021-03-10 00:30,-0.2,79.0,0.0
3266,2021-03-10 01:00,-0.3,79.0,0.0
3267,2021-03-10 01:30,-0.8,79.0,0.0
3268,2021-03-10 02:00,-1.4,80.0,0.0
3269,2021-03-10 02:30,-2.0,82.0,0.0
3270,2021-03-10 03:00,-2.3,83.0,0.0
3271,2021-03-10 03:30,-2.2,84.0,0.0
3272,2021-03-10 04:00,-1.8,83.0,0.0
3273,2021-03-10 04:30,-1.5,81.0,0.0
3274,2021-03-10 05:00,-1.2,80.0,0.0
3275,2021-03-10 05:30,-1.0,79.0,0.0
3276,2021-03-10 06:00,-1.0,80.0,0.0
3277,2021-03-10 06:30,-0.9,80.0,1.0
3278,2021-03-10 07:00,-1.0,81.0,13.0
3279,2021-03-10 07:30,-0.7,80.0,46.0
3280,2021-03-10 08:00,-0.4,79.0,77.0
3281,2021-03-10 08:30,0.3,76.0,158.0
3282,2021-03-10 09:00,2.0,67.0,319.0
3283,2021-03-10 09:30,3.7,58.0,406.0
3284,2021-03-10 10:00,5.2,51.0,478.0
3285,2021-03-10 10:30,6.0,48.0,540.0
3286,2021-03-10 11:00,7.0,44.0,595.0
3287,2021-03-10 11:30,7.4,42.0,570.0
3288,2021-03-10 12:00,7.2,43.0,222.0
3289,2021-03-10 12:30,6.8,49.0,351.0
3290,2021-03-10 13:00,8.1,44.0,650.0
3291,2021-03-10 13:30,7.9,42.0,277.0
3292,2021-03-10 14:00,7.5,45.0,215.0
3293,2021-03-10 14:30,7.3,46.0,103.0
3294,2021-03-10 15:00,6.5,60.0,54.0
3295,2021-03-10 15:30,5.4,68.0,96.0
3296,2021-03-10 16:00,4.5,77.0,254.0
3297,2021-03-10 16:30,4.2,78.0,57.0
3298,2021-03-10 17:00,3.9,79.0,52.0
3299,2021-03-10 17:30,3.7,80.0,27.0
3300,2021-03-10 18:00,3.1,82.0,9.0
3301,2021-03-10 18:30,2.2,85.0,0.0
3302,2021-03-10 19:00,1.6,88.0,0.0
3303,2021-03-10 19:30,1.1,89.0,0.0
3304,2021-03-10 20:00,0.8,91.0,0.0
3305,2021-03-10 20:30,0.6,92.0,0.0
3306,2021-03-10 21:00,0.5,92.0,0.0
3307,2021-03-10 21:30,0.0,92.0,0.0
3308,2021-03-10 22:00,-0.7,93.0,0.0
3309,2021-03-10 22:30,-1.1,94.0,0.0
3310,2021-03-10 23:00,-1.5,95.0,0.0
3311,2021-03-10 23:30,-1.4,96.0,0.0
3312,2021-03-11 00:00,-1.1,96.0,0.0
3313,2021-03-11 00:30,-0.8,96.0,0.0
3314,2021-03-11 01:00,-0.6,96.0,0.0
3315,2021-03-11 01:30,-0.5,96.0,0.0
3316,2021-03-11 02:00,-0.5,96.0,0.0
3317,2021-03-11 02:30,-0.5,96.0,0.0
3318,2021-03-11 03:00,-0.4,94.0,0.0
3319,2021-03-11 03:30,-0.2,94.0,0.0
3320,2021-03-11 04:00,-0.4,92.0,0.0
3321,2021-03-11 04:30,-0.6,92.0,0.0
3322,2021-03-11 05:00,-0.8,92.0,0.0
3323,2021-03-11 05:30,-1.2,92.0,0.0
3324,2021-03-11 06:00,-1.2,93.0,0.0
3325,2021-03-11 06:30,-1.2,92.0,4.0
3326,2021-03-11 07:00,-1.0,92.0,17.0
3327,2021-03-11 07:30,-0.7,92.0,67.0
3328,2021-03-11 08:00,-0.3,89.0,84.0
3329,2021-03-11 08:30,0.2,87.0,151.0
3330,2021-03-11 09:00,1.2,83.0,255.0
3331,2021-03-11 09:30,2.3,80.0,271.0
3332,2021-03-11 10:00,3.5,75.0,387.0
3333,2021-03-11 10:30,4.3,71.0,350.0
3334,2021-03-11 11:00,5.0,68.0,281.0
3335,2021-03-11 11:30,5.5,64.0,348.0
3336,2021-03-11 12:00,5.9,61.0,317.0
3337,2021-03-11 12:30,6.1,58.0,239.0
3338,2021-03-11 13:00,6.2,58.0,189.0
3339,2021-03-11 13:30,6.1,59.0,194.0
3340,2021-03-11 14:00,6.5,59.0,206.0
3341,2021-03-11 14:30,6.7,58.0,131.0
3342,2021-03-11 15:00,6.7,58.0,95.0
3343,2021-03-11 15:30,6.4,60.0,105.0
3344,2021-03-11 16:00,6.5,60.0,88.0
3345,2021-03-11 16:30,6.4,62.0,65.0
3346,2021-03-11 17:00,6.1,65.0,39.0
3347,2021-03-11 17:30,5.7,66.0,18.0
3348,2021-03-11 18:00,5.2,69.0,4.0
3349,2021-03-11 18:30,4.6,72.0,0.0
3350,2021-03-11 19:00,4.2,74.0,0.0
3351,2021-03-11 19:30,3.8,76.0,0.0
3352,2021-03-11 20:00,3.6,76.0,0.0
3353,2021-03-11 20:30,3.4,77.0,0.0
3354,2021-03-11 21:00,2.9,79.0,0.0
3355,2021-03-11 21:30,2.4,82.0,0.0
3356,2021-03-11 22:00,1.9,84.0,0.0
3357,2021-03-11 22:30,1.2,86.0,0.0
3358,2021-03-11 23:00,0.8,88.0,0.0
3359,2021-03-11 23:30,0.2,89.0,0.0
3360,2021-03-12 00:00,-0.3,90.0,0.0
3361,2021-03-12 00:30,-0.5,92.0,0.0
3362,2021-03-12 01:00,1.2,88.0,0.0
3363,2021-03-12 01:30,3.2,77.0,0.0
3364,2021-03-12 02:00,2.8,77.0,0.0
3365,2021-03-12 02:30,2.3,79.0,0.0
3366,2021-03-12 03:00,2.6,79.0,0.0
3367,2021-03-12 03:30,3.0,78.0,0.0
3368,2021-03-12 04:00,3.3,76.0,0.0
3369,2021-03-12 04:30,3.1,78.0,0.0
3370,2021-03-12 05:00,3.0,79.0,0.0
3371,2021-03-12 05:30,2.7,80.0,0.0
3372,2021-03-12 06:00,1.7,83.0,0.0
3373,2021-03-12 06:30,0.9,86.0,2.0
3374,2021-03-12 07:00,0.4,88.0,21.0
3375,2021-03-12 07:30,1.4,87.0,47.0
3376,2021-03-12 08:00,3.1,79.0,119.0
3377,2021-03-12 08:30,4.4,74.0,227.0
3378,2021-03-12 09:00,5.9,67.0,232.0
3379,2021-03-12 09:30,7.6,61.0,361.0
3380,2021-03-12 10:00,9.7,54.0,489.0
3381,2021-03-12 10:30,10.7,50.0,509.0
3382,2021-03-12 11:00,11.0,50.0,260.0
3383,2021-03-12 11:30,10.6,52.0,155.0
3384,2021-03-12 12:00,10.6,53.0,325.0
3385,2021-03-12 12:30,11.6,49.0,402.0
3386,2021-03-12 13:00,11.8,49.0,340.0
3387,2021-03-12 13:30,12.1,48.0,338.0
3388,2021-03-12 14:00,12.0,49.0,220.0
3389,2021-03-12 14:30,11.6,56.0,160.0
3390,2021-03-12 15:00,10.9,64.0,154.0
3391,2021-03-12 15:30,11.1,65.0,170.0
3392,2021-03-12 16:00,11.3,60.0,114.0
3393,2021-03-12 16:30,11.0,61.0,102.0
3394,2021-03-12 17:00,10.6,68.0,64.0
3395,2021-03-12 17:30,10.1,74.0,34.0
3396,2021-03-12 18:00,9.5,69.0,12.0
3397,2021-03-12 18:30,8.9,69.0,0.0
3398,2021-03-12 19:00,8.6,70.0,0.0
3399,2021-03-12 19:30,8.5,71.0,0.0
3400,2021-03-12 20:00,8.3,74.0,0.0
3401,2021-03-12 20:30,8.1,75.0,0.0
3402,2021-03-12 21:00,7.6,81.0,0.0
3403,2021-03-12 21:30,6.7,89.0,0.0
3404,2021-03-12 22:00,6.5,90.0,0.0
3405,2021-03-12 22:30,6.3,92.0,0.0
3406,2021-03-12 23:00,6.1,92.0,0.0
3407,2021-03-12 23:30,5.9,93.0,0.0
3408,2021-03-13 00:00,5.6,94.0,0.0
3409,2021-03-13 00:30,5.3,94.0,0.0
3410,2021-03-13 01:00,5.1,94.0,0.0
3411,2021-03-13 01:30,4.6,95.0,0.0
3412,2021-03-13 02:00,4.1,95.0,0.0
3413,2021-03-13 02:30,4.2,96.0,0.0
3414,2021-03-13 03:00,4.2,96.0,0.0
3415,2021-03-13 03:30,4.2,96.0,0.0
3416,2021-03-13 04:00,4.0,96.0,0.0
3417,2021-03-13 04:30,3.9,96.0,0.0
3418,2021-03-13 05:00,3.5,96.0,0.0
3419,2021-03-13 05:30,3.3,96.0,0.0
3420,2021-03-13 06:00,3.3,96.0,0.0
3421,2021-03-13 06:30,3.3,96.0,4.0
3422,2021-03-13 07:00,3.1,95.0,22.0
3423,2021-03-13 07:30,3.4,96.0,46.0
3424,2021-03-13 08:00,3.8,96.0,82.0
3425,2021-03-13 08:30,4.4,94.0,124.0
3426,2021-03-13 09:00,5.3,90.0,276.0
3427,2021-03-13 09:30,7.0,79.0,466.0
3428,2021-03-13 10:00,7.9,71.0,418.0
3429,2021-03-13 10:30,8.8,67.0,512.0
3430,2021-03-13 11:00,8.8,67.0,504.0
3431,2021-03-13 11:30,8.6,67.0,338.0
3432,2021-03-13 12:00,9.2,66.0,432.0
3433,2021-03-13 12:30,10.7,62.0,585.0
3434,2021-03-13 13:00,11.5,58.0,539.0
3435,2021-03-13 13:30,11.8,58.0,443.0
3436,2021-03-13 14:00,12.5,54.0,627.0
3437,2021-03-13 14:30,12.6,50.0,540.0
3438,2021-03-13 15:00,13.3,47.0,478.0
3439,2021-03-13 15:30,13.9,41.0,342.0
3440,2021-03-13 16:00,13.6,41.0,201.0
3441,2021-03-13 16:30,13.1,42.0,123.0
3442,2021-03-13 17:00,12.7,43.0,109.0
3443,2021-03-13 17:30,12.2,48.0,60.0
3444,2021-03-13 18:00,11.1,51.0,16.0
3445,2021-03-13 18:30,9.2,59.0,0.0
3446,2021-03-13 19:00,7.9,62.0,0.0
3447,2021-03-13 19:30,6.9,63.0,0.0
3448,2021-03-13 20:00,8.5,50.0,0.0
3449,2021-03-13 20:30,8.8,48.0,0.0
3450,2021-03-13 21:00,9.5,44.0,0.0
3451,2021-03-13 21:30,10.2,42.0,0.0
3452,2021-03-13 22:00,8.6,52.0,0.0
3453,2021-03-13 22:30,6.9,62.0,0.0
3454,2021-03-13 23:00,6.3,66.0,0.0
3455,2021-03-13 23:30,6.0,69.0,0.0
3456,2021-03-14 00:00,5.9,71.0,0.0
3457,2021-03-14 00:30,5.7,73.0,0.0
3458,2021-03-14 01:00,5.6,75.0,0.0
3459,2021-03-14 01:30,5.3,77.0,0.0
3460,2021-03-14 02:00,4.6,80.0,0.0
3461,2021-03-14 02:30,3.8,82.0,0.0
3462,2021-03-14 03:00,3.4,84.0,0.0
3463,2021-03-14 03:30,3.2,86.0,0.0
3464,2021-03-14 04:00,3.2,87.0,0.0
3465,2021-03-14 04:30,3.4,88.0,0.0
3466,2021-03-14 05:00,3.6,88.0,0.0
3467,2021-03-14 05:30,3.8,87.0,0.0
3468,2021-03-14 06:00,3.9,87.0,0.0
3469,2021-03-14 06:30,3.8,88.0,2.0
3470,2021-03-14 07:00,4.1,88.0,6.0
3471,2021-03-14 07:30,4.9,88.0,23.0
3472,2021-03-14 08:00,5.9,81.0,47.0
3473,2021-03-14 08:30,5.5,82.0,29.0
3474,2021-03-14 09:00,5.1,84.0,30.0
3475,2021-03-14 09:30,4.6,85.0,20.0
3476,2021-03-14 10:00,3.3,90.0,12.0
3477,2021-03-14 10:30,2.7,91.0,9.0
3478,2021-03-14 11:00,1.6,92.0,13.0
3479,2021-03-14 11:30,0.9,94.0,19.0
3480,2021-03-14 12:00,0.7,96.0,16.0
3481,2021-03-14 12:30,0.8,96.0,20.0
3482,2021-03-14 13:00,1.0,97.0,34.0
3483,2021-03-14 13:30,1.3,97.0,52.0
3484,2021-03-14 14:00,1.6,97.0,56.0
3485,2021-03-14 14:30,1.9,96.0,64.0
3486,2021-03-14 15:00,2.1,96.0,57.0
3487,2021-03-14 15:30,2.3,95.0,36.0
3488,2021-03-14 16:00,2.3,95.0,32.0
3489,2021-03-14 16:30,2.4,95.0,32.0
3490,2021-03-14 17:00,2.5,96.0,24.0
3491,2021-03-14 17:30,2.4,95.0,15.0
3492,2021-03-14 18:00,2.3,95.0,7.0
3493,2021-03-14 18:30,2.2,94.0,1.0
3494,2021-03-14 19:00,2.1,95.0,0.0
3495,2021-03-14 19:30,2.1,94.0,0.0
3496,2021-03-14 20:00,1.9,95.0,0.0
3497,2021-03-14 20:30,1.7,96.0,0.0
3498,2021-03-14 21:00,1.7,96.0,0.0
3499,2021-03-14 21:30,1.6,95.0,0.0
3500,2021-03-14 22:00,1.2,96.0,0.0
3501,2021-03-14 22:30,1.0,97.0,0.0
3502,2021-03-14 23:00,0.8,97.0,0.0
3503,2021-03-14 23:30,0.7,98.0,0.0
3504,2021-03-15 00:00,0.4,98.0,0.0
3505,2021-03-15 00:30,0.3,98.0,0.0
3506,2021-03-15 01:00,0.2,98.0,0.0
3507,2021-03-15 01:30,0.0,98.0,0.0
3508,2021-03-15 02:00,-0.3,98.0,0.0
3509,2021-03-15 02:30,-0.5,98.0,0.0
3510,2021-03-15 03:00,-0.7,98.0,0.0
3511,2021-03-15 03:30,-0.4,99.0,0.0
3512,2021-03-15 04:00,-0.3,97.0,0.0
3513,2021-03-15 04:30,-0.2,96.0,0.0
3514,2021-03-15 05:00,-0.1,96.0,0.0
3515,2021-03-15 05:30,-0.1,96.0,0.0
3516,2021-03-15 06:00,-0.2,96.0,0.0
3517,2021-03-15 06:30,-0.2,96.0,2.0
3518,2021-03-15 07:00,-0.1,95.0,9.0
3519,2021-03-15 07:30,0.1,94.0,39.0
3520,2021-03-15 08:00,0.3,92.0,75.0
3521,2021-03-15 08:30,0.4,92.0,122.0
3522,2021-03-15 09:00,0.8,90.0,187.0
3523,2021-03-15 09:30,1.0,88.0,285.0
3524,2021-03-15 10:00,1.8,85.0,379.0
3525,2021-03-15 10:30,2.4,82.0,491.0
3526,2021-03-15 11:00,3.8,77.0,681.0
3527,2021-03-15 11:30,4.7,72.0,693.0
3528,2021-03-15 12:00,5.8,69.0,707.0
3529,2021-03-15 12:30,7.7,62.0,723.0
3530,2021-03-15 13:00,8.6,57.0,609.0
3531,2021-03-15 13:30,8.4,55.0,331.0
3532,2021-03-15 14:00,8.3,52.0,345.0
3533,2021-03-15 14:30,8.7,49.0,511.0
3534,2021-03-15 15:00,9.1,46.0,519.0
3535,2021-03-15 15:30,9.0,42.0,161.0
3536,2021-03-15 16:00,8.7,47.0,322.0
3537,2021-03-15 16:30,8.8,47.0,219.0
3538,2021-03-15 17:00,8.6,50.0,135.0
3539,2021-03-15 17:30,8.0,56.0,93.0
3540,2021-03-15 18:00,7.6,61.0,31.0
3541,2021-03-15 18:30,6.0,68.0,1.0
3542,2021-03-15 19:00,4.5,75.0,0.0
3543,2021-03-15 19:30,3.2,80.0,0.0
3544,2021-03-15 20:00,2.2,84.0,0.0
3545,2021-03-15 20:30,2.0,87.0,0.0
3546,2021-03-15 21:00,1.9,87.0,0.0
3547,2021-03-15 21:30,2.0,87.0,0.0
3548,2021-03-15 22:00,1.7,88.0,0.0
3549,2021-03-15 22:30,1.6,87.0,0.0
3550,2021-03-15 23:00,1.2,88.0,0.0
3551,2021-03-15 23:30,0.8,89.0,0.0
3552,2021-03-16 00:00,0.7,90.0,0.0
3553,2021-03-16 00:30,0.7,89.0,0.0
3554,2021-03-16 01:00,0.1,90.0,0.0
3555,2021-03-16 01:30,-0.6,92.0,0.0
3556,2021-03-16 02:00,-1.0,93.0,0.0
3557,2021-03-16 02:30,-1.4,94.0,0.0
3558,2021-03-16 03:00,-1.7,95.0,0.0
3559,2021-03-16 03:30,-1.9,96.0,0.0
3560,2021-03-16 04:00,-2.0,96.0,0.0
3561,2021-03-16 04:30,-2.0,97.0,0.0
3562,2021-03-16 05:00,-1.9,97.0,0.0
3563,2021-03-16 05:30,-2.0,97.0,0.0
3564,2021-03-16 06:00,-2.1,97.0,0.0
3565,2021-03-16 06:30,-2.1,97.0,6.0
3566,2021-03-16 07:00,-1.6,97.0,38.0
3567,2021-03-16 07:30,0.3,95.0,71.0
3568,2021-03-16 08:00,2.7,81.0,174.0
3569,2021-03-16 08:30,4.4,68.0,267.0
3570,2021-03-16 09:00,5.4,59.0,377.0
3571,2021-03-16 09:30,6.5,53.0,353.0
3572,2021-03-16 10:00,7.0,49.0,345.0
3573,2021-03-16 10:30,8.7,44.0,534.0
3574,2021-03-16 11:00,9.3,39.0,509.0
3575,2021-03-16 11:30,9.3,38.0,300.0
3576,2021-03-16 12:00,8.8,39.0,151.0
3577,2021-03-16 12:30,8.5,38.0,121.0
3578,2021-03-16 13:00,8.5,35.0,189.0
3579,2021-03-16 13:30,9.0,30.0,197.0
3580,2021-03-16 14:00,8.8,29.0,230.0
3581,2021-03-16 14:30,8.9,29.0,199.0
3582,2021-03-16 15:00,8.8,29.0,176.0
3583,2021-03-16 15:30,8.2,31.0,162.0
3584,2021-03-16 16:00,9.2,29.0,442.0
3585,2021-03-16 16:30,9.1,29.0,326.0
3586,2021-03-16 17:00,8.4,29.0,184.0
3587,2021-03-16 17:30,7.9,30.0,41.0
3588,2021-03-16 18:00,7.1,32.0,14.0
3589,2021-03-16 18:30,6.5,35.0,1.0
3590,2021-03-16 19:00,5.8,38.0,0.0
3591,2021-03-16 19:30,4.7,44.0,0.0
3592,2021-03-16 20:00,3.2,52.0,0.0
3593,2021-03-16 20:30,2.3,58.0,0.0
3594,2021-03-16 21:00,2.0,58.0,0.0
3595,2021-03-16 21:30,1.7,61.0,0.0
3596,2021-03-16 22:00,1.7,61.0,0.0
3597,2021-03-16 22:30,1.1,64.0,0.0
3598,2021-03-16 23:00,0.4,67.0,0.0
3599,2021-03-16 23:30,-0.1,71.0,0.0
3600,2021-03-17 00:00,0.2,70.0,0.0
3601,2021-03-17 00:30,0.4,69.0,0.0
3602,2021-03-17 01:00,0.9,66.0,0.0
3603,2021-03-17 01:30,0.2,70.0,0.0
3604,2021-03-17 02:00,-0.6,74.0,0.0
3605,2021-03-17 02:30,-1.1,77.0,0.0
3606,2021-03-17 03:00,-1.5,78.0,0.0
3607,2021-03-17 03:30,-2.0,81.0,0.0
3608,2021-03-17 04:00,-2.4,83.0,0.0
3609,2021-03-17 04:30,-2.7,84.0,0.0
3610,2021-03-17 05:00,-2.8,85.0,0.0
3611,2021-03-17 05:30,-2.7,84.0,0.0
3612,2021-03-17 06:00,-2.4,83.0,0.0
3613,2021-03-17 06:30,-2.5,83.0,8.0
3614,2021-03-17 07:00,-2.3,84.0,32.0
3615,2021-03-17 07:30,-1.5,81.0,40.0
3616,2021-03-17 08:00,0.0,74.0,168.0
3617,2021-03-17 08:30,2.5,63.0,338.0
3618,2021-03-17 09:00,4.2,56.0,411.0
3619,2021-03-17 09:30,5.7,49.0,494.0
3620,2021-03-17 10:00,7.3,42.0,579.0
3621,2021-03-17 10:30,7.9,40.0,639.0
3622,2021-03-17 11:00,8.4,40.0,635.0
3623,2021-03-17 11:30,8.7,40.0,751.0
3624,2021-03-17 12:00,8.9,37.0,727.0
3625,2021-03-17 12:30,9.6,34.0,722.0
3626,2021-03-17 13:00,9.9,33.0,557.0
3627,2021-03-17 13:30,9.7,36.0,503.0
3628,2021-03-17 14:00,8.8,40.0,579.0
3629,2021-03-17 14:30,8.6,39.0,640.0
3630,2021-03-17 15:00,8.2,40.0,276.0
3631,2021-03-17 15:30,8.3,42.0,487.0
3632,2021-03-17 16:00,8.8,39.0,507.0
3633,2021-03-17 16:30,8.4,39.0,267.0
3634,2021-03-17 17:00,7.3,42.0,53.0
3635,2021-03-17 17:30,6.5,40.0,50.0
3636,2021-03-17 18:00,5.6,46.0,20.0
3637,2021-03-17 18:30,4.6,53.0,1.0
3638,2021-03-17 19:00,3.8,58.0,0.0
3639,2021-03-17 19:30,2.6,62.0,0.0
3640,2021-03-17 20:00,1.6,66.0,0.0
3641,2021-03-17 20:30,0.6,69.0,0.0
3642,2021-03-17 21:00,-0.2,72.0,0.0
3643,2021-03-17 21:30,-0.7,74.0,0.0
3644,2021-03-17 22:00,-1.1,76.0,0.0
3645,2021-03-17 22:30,-1.1,77.0,0.0
3646,2021-03-17 23:00,-0.9,77.0,0.0
3647,2021-03-17 23:30,-0.8,76.0,0.0
3648,2021-03-18 00:00,-0.7,76.0,0.0
3649,2021-03-18 00:30,-0.6,76.0,0.0
3650,2021-03-18 01:00,-0.7,76.0,0.0
3651,2021-03-18 01:30,-0.8,76.0,0.0
3652,2021-03-18 02:00,-1.1,76.0,0.0
3653,2021-03-18 02:30,-1.2,75.0,0.0
3654,2021-03-18 03:00,-1.2,74.0,0.0
3655,2021-03-18 03:30,-1.1,74.0,0.0
3656,2021-03-18 04:00,-1.0,73.0,0.0
